imo,mmsi,name,flag,type
8411657,667005111,NOUR,SL,"General Cargo"
7514311,667005109,OMNIYAH,SL,"General Cargo"
8410263,667005104,MEHTAP,SL,"General Cargo"
7125225,667005102,"ALEXANDER Y",SL,"General Cargo"
4902957,667005100,"MT CULEX",SL,"Oil Products Tanker"
7633478,667005091,AHMAD_M,,"General Cargo"
7402996,667005089,"NOOR AL RAHMAN",SL,"General Cargo"
8420103,667005086,"SAHRA 1",SL,"General Cargo"
8509818,667005082,"JAOHAR CHALLENGER",SL,"General Cargo"
7505190,667005068,"NADA Y",SL,"Bulk Carrier"
8023319,667005066,"SURAYA Y",SL,"Bulk Carrier"
4906410,667005064,"WOOD SPIRIT",SL,"Oil Products Tanker"
4902945,667005063,"JOHN WOOD",SL,"Oil Products Tanker"
8321682,667005041,"MERO STAR",SL,"General Cargo"
8131336,667005027,"LADY JASMINE",SL,"General Cargo"
7306702,667005023,"JOY K",SL,"General Cargo"
7924322,667005006,YAZ,SL,"General Cargo"
8654730,667003451,"GUANG RONG 8",SL,Cargo
8902785,667003450,"CHANG WIN 1",SL,"Waste Disposal Vessel"
8662775,667003449,"CHANG LIAN HAI",SL,Cargo
9705603,667003445,"KM.KSK 1",SL,"General Cargo"
8661850,667003444,LONGGANG7,SL,Cargo
8655100,667003443,"JIN FU XING 28",,Cargo
8655136,667003441,"JIN BAI HAI 3",SL,Cargo
8662361,667003434,"HENG TONG 77",SL,"Deck Cargo Ship"
8978564,667003432,HAOXIANG168,SL,Reefer
8820602,667003431,"KIRISHIMA MARU",SL,Cargo
8661915,667003430,"HONG TAI",SL,Cargo
8859029,667003428,"LIAN TONG",SL,Cargo
8661903,667003427,"CHUN YANG 17",SL,Fishing
8834421,667003426,"HENG XING 1",SL,Cargo
8660909,667003425,"MING DA HAI",SL,Cargo
8661745,667003424,"JIN ZHAO 11",SL,Cargo
8661290,667003420,CHUNYANG8,SL,Cargo
8973631,667003415,HESHUNYUAN,SL,Cargo
8631702,667003407,"YUN SHIN",SL,Tanker
8820157,667003401,"SHUN FA 16",SL,Cargo
9685607,667003395,PMI-2,,Cargo
8805779,667003386,"RITCHI MARU",SL,"Oil/Chemical Tanker"
9667409,667003373,"MEI LING5",SL,"Not available"
9667394,667003372,"MEI LING3",SL,Cargo
9058684,667003354,KENDRICK,SL,"Tanker C"
9088031,667003353,"YOGASAKI MARU",SL,Cargo
8655992,667003352,GAOXIN16,SL,"General Cargo"
9000405,667003351,"SENYO MARU",SL,Cargo
8656582,667003345,"JUN DA HAO",SL,"Base Station"
8655485,667003343,ENJI6,SL,Cargo
8412467,667003342,"SOUTH HILL 2",SL,"Bulk Carrier"
8011512,667003341,HONGXING,SL,"Not available"
9129653,667003338,"LYUN SOON 1",SL,Tanker
9033555,667003335,PROSPERITAI,SL,"Chemical Tanker"
8737984,667003311,"TT STAR",SL,"General Cargo"
8741064,667003299,"DA  AN",SL,Cargo
8904824,667003282,"CHEONG SONG",SL,Cargo
8652897,667003276,"LCT 198",SL,Cargo
8650423,667003266,"UMA PREM",SL,"Dredging or underwater ops"
8649905,667003260,"RICH GLORY",SL,Cargo
8613463,667003253,"JIN SHENG HAI",SL,Cargo
7927180,667003249,"BORNEO AQUA NO1",SL,Cargo
8649967,667003247,AIDEN,,"Aggregates Carrier"
8509882,667003241,SUNYIELD,SL,"Oil Products Tanker"
8992091,667003240,"EVER UNION",SL,Cargo
8649242,667003235,"FORTUNE 6",SL,
8747642,667003233,"FORTUNE 4",SL,Cargo
8408612,667003224,"JIN TAI HAI",SL,Cargo
8415433,667003223,VICTORY3,SL,Cargo
8649826,667003215,LCT88,SL,Cargo
8312497,667003212,"NEW REGENT",SL,Tanker
8904599,667003209,"BORNEO AQUA NO 1",SL,Cargo
8656582,667003208,"JUN DA HAO",SL,"Base Station"
8622127,667003202,"SHUN FA 6",SL,Cargo
8323563,667003200,MELODY,SL,Tanker
8748438,667003193,"JIN HENG HAI",SL,Cargo
8747393,667003192,"HENG RUN",SL,"General Cargo"
8504662,667003184,MT.LEADER,SL,"Oil/Chemical Tanker"
8747173,667003181,"HAI HENG1",SL,"General Cargo"
9009073,667003168,MT.AMBER,SL,"Oil/Chemical Tanker"
8622684,667003166,"ZHONG LIAN 6",SL,Cargo
8418904,667003155,"BLOSSOM LOTUS",SL,Tanker
8746026,667003154,"SUCCESS WAY",SL,Cargo
8210869,667003143,PT35,SL,"Oil Products Tanker"
9041497,667003140,"JIN TAI 6",SL,Tanker
7823815,667003138,"OCEAN RICH",SL,"Other Type"
8743854,667003130,"JI SHUN 2",SL,Cargo
8745591,667003128,HITRANS,SL,Cargo
8743749,667003097,"YONG JUN 17",SL,Cargo
8742379,667003073,"M/T AN DA",SL,Tanker
9536272,667003071,"NEW HUNCHUN",SL,"General Cargo"
9291884,667003065,"EAST STAR",SL,Cargo
9526849,667003053,"GAO XIN 6",SL,Cargo
8511809,667003051,"GLORY DRAGON",SL,"General Cargo"
8510453,667003050,"SMILE 1",SL,Tanker
9364899,667003048,"HE YUAN",,Cargo
9586394,667003047,YONGJUN,SL,Cargo
8744561,667003046,VALIANT,SL,Cargo
8744535,667003045,VALOUR,SL,"Reserved for future use"
8105533,667003031,"OCEAN STAR",SL,"Oil Products Tanker"
8401406,667003022,"GOLDEN PROSPEROUS",SL,"Oil/Chemical Tanker"
9373175,667003019,"RICH HONOR",SL,Cargo
8320810,667003008,"YU YOU",SL,Cargo
8819108,667003000,"ZOJA II",SL,"Oil/Chemical Tanker"
7939987,667002400,"M/V POLARIS",SL,"General Cargo"
7830911,667002274,"PAVEL GRABOVSKIY",SL,"General Cargo"
8727604,667002273,"GEROI ARSENALA",SL,"General Cargo"
9192753,667002272,DUBRA,SL,"Oil/Chemical Tanker"
8820901,667002269,DILDAR,SL,Tanker
7712901,667002268,ATLANT,SL,"Pallet Carrier"
8306711,667002265,-RAMA-1,SL,"Oil Products Tanker"
7607405,667002252,MMJ,SL,"General Cargo"
6807072,667002241,"MARZOOQAH K",SL,Cargo
7803229,667002237,"SEA ARROW",SL,"General Cargo"
8000305,667002231,"MAJED AND RANDY",SL,"General Cargo"
7508269,667002215,"MT NAPHT ALYEMEN1",SL,Tanker
8016835,667002201,MARIANA,SL,"Lpg Tanker"
7056500,667002197,"OSA VISCOUNT_K",SL,Tug
7637462,667002183,"SEA HOPE",SL,"General Cargo"
7644130,667002161,CERENCAN,SL,"General Cargo"
7529641,667002159,AQUA,SL,"General Cargo"
7942910,667002157,"ODINNADTSTAYA PYATIL",SL,"General Cargo"
6614279,667002119,EZADEEN,SL,"Livestock Carrier"
7203637,667001550,HORIZON,SL,"Ro-Ro/Passenger Ship"
7368815,667001549,BRITTA-K,SL,"Livestock Carrier"
6817003,667001541,RABUNION20,SL,"Livestock Carrier"
9081265,667001525,PROSPERA,SL,Tanker
9149677,667001522,"PRINCESS LAYLA",SL,"General Cargo"
8685260,667001514,"MV BO HAI 87",SL,Cargo
8213548,667001507,"PROSPERER 28",SL,"Oil/Chemical Tanker"
9052721,667001502,BRUISER,SL,"Bulk Carrier"
8673114,667001501,"DONG FANG QI SHENG",SL,Cargo
8684527,667001499,"GLORY HOPE 6",SL,Cargo
8734437,667001497,SHENGYUAN,SL,Cargo
9534652,667001495,"LONGRICH 1",SL,Cargo
8504351,667001494,"HAO YUE",SL,Cargo
8879251,667001493,ARTEY,SL,"General Cargo"
9133290,667001491,KATHERINA,SL,"Bulk Carrier"
9201279,667001490,GROMOBOY,SL,Trawler
8830061,667001489,MIDIA-13,SL,"Motor Hopper"
8830011,667001488,"MIDIA 8",SL,"Motor Hopper"
8829983,667001487,"MIDIA 5",SL,"Motor Hopper"
9094872,667001485,"TAI DA",SL,Cargo
7210824,667001484,BOZKURT,SL,Tug
8739396,667001483,"ZHONG LIAN9",SL,Cargo
8921860,667001471,"PU UN",SL,Cargo
8514734,667001470,NAKHODKA,SL,Tug
8405713,667001464,"M/T POWER EASY",SL,"Oil/Chemical Tanker"
8402840,667001463,"PRINCESS AYAT",SL,"General Cargo"
7913098,667001462,"HENG RONG",SL,Passenger
9092214,667001461,WINNIE,SL,"General Cargo"
8324751,667001460,NIZAR,SL,"General Cargo"
8723294,667001459,"SAHRA 2",SL,"General Cargo"
9163166,667001458,"JIN TENG",SL,"General Cargo"
8415627,667001457,"DONGTAI PEARL",SL,"Container Ship"
8508412,667001456,"DONGTAI FORTUNE",SL,"Container Ship"
8682402,667001453,"JINLONG 7",SL,Cargo
9163154,667001452,"JIN TAI",SL,"General Cargo"
8841357,667001450,"SVYATY PAVLO",SL,Cargo
9021576,667001447,"GREEN HOPE",SL,"General Cargo"
9785421,667001446,"MV HAITI",SL,Cargo
9785419,667001445,ICELAND,SL,Cargo
9005194,667001444,"KING RIVER",SL,"Oil/Chemical Tanker"
8682440,667001441,"CHEN DA 2007",SL,Cargo
9017123,667001440,"HORIZON STAR",SL,"General Cargo"
8922163,667001439,"GRAND SPRING",SL,"Ro-Ro/Passenger Ship"
8676324,667001438,"DE SING JIN",SL,Tanker
8671611,667001432,"GLORY HOPE 1",SL,Cargo
9756509,667001430,"BUMI URAY",SL,"Not available"
9756511,667001429,"BUMI POKACHI",SL,Cargo
9070292,667001428,"MAN JIANG HAI",SL,Cargo
8905490,667001427,"WISE HONEST",SL,"Bulk Carrier"
8801735,667001426,"NEW FU SHUN",SL,Cargo
9095412,667001424,ZHIHUI,SL,"General Cargo"
8654479,667001423,"MV. TONG YANG",SL,Cargo
8649993,667001422,"TONG DA",SL,Cargo
8749262,667001421,"SHUN YANG",SL,Cargo
8651221,667001420,JESSICA,SL,Cargo
8651219,667001418,BRIGHT,SL,Cargo
9016179,667001416,HASAN,SL,"General Cargo"
8660909,667001415,"ZHI KUN 6",SL,Cargo
9121883,667001412,"JAOHAR RIMA",SL,"Container Ship"
8914544,667001408,"ORCA 2",SL,"Container Ship"
9089401,667001407,"SUNTUD SAMUT 3",SL,Cargo
8669852,667001405,EMERALD,SL,"Dredging or underwater ops"
8897045,667001404,SEVGI,SL,"General Cargo"
8673982,667001403,JADE,SL,"Dredging or underwater ops"
8653073,667001401,"ORANGE LINK",SL,"Bulk Carrier"
6412413,667001400,"MED STAR II",SL,"Passengers Ship"
8667048,667001398,"M/V TREDECIM",SL,Cargo
8517346,667001392,"OCEAN STAR 98",SL,Reefer
9764790,667001386,GT398,SL,"Dredging or underwater ops"
8306395,667001385,"BLUE STAR",SL,"General Cargo"
8003943,667001379,AMIRA,SL,"General Cargo"
8909915,667001378,"ELEANOR SUN",SL,"General Cargo"
9760342,667001377,"BO DA 23",SL,Cargo
9268215,667001375,"XIANG HONG 27",SL,Cargo
8976023,667001373,"KUN YUAN",SL,"General Cargo"
8740137,667001372,"DONG KUN 7",SL,Cargo
8116776,667001368,NERA,SL,Trawler
9004310,667001361,GLORISKY,SL,"Oil/Chemical Tanker"
8611996,667001357,"MG TRADER",SL,"General Cargo"
7704708,667001356,"BJARNI OLAFSSON",SL,"Fishing Vessel"
8223854,667001350,"PRINCESS DINA",SL,"General Cargo"
8883886,667001348,PEARL,SL,"General Cargo"
8221636,667001347,"XING  LONG",SL,Tanker
9148738,667001346,RIVAL,SL,"General Cargo"
8677287,667001333,"HERCULES SAILOR",SL,Cargo
7702920,667001332,"SKY HOPE",SL,"General Cargo"
8711693,667001330,MAJESTY,SL,"General Cargo"
9065065,667001329,"SOON FAAT 66",SL,Tanker
7827237,667001328,SON,SL,"General Cargo"
8715015,667001326,"ANNOULA K",SL,"Bulk Carrier"
9268617,667001325,"XIANG HONG 21",SL,Cargo
7612474,667001323,PORHOV,SL,"General Cargo"
7615036,667001322,LEITH,SL,"General Cargo"
8104577,667001314,DESTINY,SL,"General Cargo"
8516835,667001312,"RUSEN METE",SL,"General Cargo"
9760330,667001303,"BO DA 22",SL,Cargo
7501613,667001302,AMMARI,SL,"Ro-Ro/Passenger Ship"
9190602,667001298,"CHERRY 168",SL,"Tanker A"
9104067,667001296,"OCEAN LEGEND",SL,Tanker
5266013,667001293,FALKVAG,SL,"Not available"
8230340,667001290,VOLGO-BALT206,SL,"General Cargo"
8123236,667001289,FAROUK,SL,"Bulk Carrier"
5132901,667001287,SOYLAR,SL,"Cargo A"
9118276,667001286,"MADLIN H",SL,"General Cargo"
8401511,667001285,"JAOHAR H",SL,"General Cargo"
7396654,667001282,KAPETANIOS,SL,"General Cargo"
9005467,667001281,QUANTUM,SL,"General Cargo"
8407888,667001280,PUGANG1,SL,Cargo
8516201,667001279,TRI.WINGS,SL,"Asphalt/Bitumen Tanker"
9028639,667001276,JOANNA,SL,"General Cargo"
7105421,667001274,AMARGI,SL,Tanker
8917728,667001273,"JAOHAR LIVIA",SL,"General Cargo"
9206669,667001272,NISREEN,SL,"General Cargo"
9741205,667001268,"BO DA 21",SL,Cargo
8416504,667001263,LAGUNA,SL,"General Cargo"
8104187,667001262,SIBIRSKIY_2131,SL,"General Cargo"
8204729,667001260,NEPTUNE,SL,Tanker
8113619,667001259,"MILANO 1",SL,"General Cargo"
8403765,667001255,ALEXANDER,SL,Cargo
6823155,667001251,"ALBARAKA 6",SL,"Livestock Carrier"
9532070,667001248,"DONG FENG 1",SL,Cargo
8610291,667001245,"SEA HORSE",SL,"General Cargo"
8411190,667001240,"PRINCESS H",SL,"General Cargo"
9130901,667001239,"CAPTAIN JOY",SL,"Container Ship"
8312071,667001237,UNI_BROTHERS,SL,"Bulk Carrier"
8301412,667001235,"AMAL O",SL,"General Cargo"
8669876,667001233,"XIN HAI DA",SL,Cargo
9007001,667001231,"JAOHAR BRITANNICA",SL,"General Cargo"
9148506,667001230,SHAMS,SL,"General Cargo"
7115567,667001227,"SEA LION",SL,Trawler
8307662,667001226,MALLIA,SL,"Bulk Carrier"
7229758,667001225,"AMAL STAR",SL,"General Cargo"
8817186,667001223,"ATLANTIC REEFER",SL,"Not available"
8927814,667001220,"CAPTAIN   KHAYYAM",SL,Tanker
9741190,667001219,"BO DA 20",,Cargo
7510676,667001217,ALYSSA,SL,"General Cargo"
7115024,667001215,TIS-4,SL,"Oil Products Tanker"
7901734,667001212,"LADY SU",SL,"Ro-Ro/Passenger Ship"
2222222,666661111,BAYRAK,SO,"Not available"
9999999,666660061,"MV KATIUSHA",SO,"Not available"
6458366,666660000,"MV SANDUST",SO,"Not available"
9706891,666555111,"CMA CGM B FRANKLIN",SO,"Other Type"
5555555,666111555,615S,SO,"Not available"
9346380,666017310,"CAPE MERLIN",SO,"Bulk Carrier"
9249398,665111119,"ARGOS FROYANES",SH,Fishing
9663166,664584000,"GALERNA III",SC,Fishing
9733478,664579000,"JAI ALAI",SC,Fishing
9733480,664578000,"EUSKADI ALAI",SC,Fishing
9719800,664545000,"F/V MORN SESELWA",SC,Fishing
9365635,664445000,"SEYCHELLES PATRIOT",SC,"Oil/Chemical Tanker"
9365623,664444000,"SEYCHELLES PRELUDE",SC,"Oil/Chemical Tanker"
9298181,664296000,"SEYCHELLES PROGRESS",SC,"Oil/Chemical Tanker"
9255517,664288000,"SEYCHELLES PIONEER",SC,"Oil/Chemical Tanker"
9251664,664209000,"SEYCHELLES PRIDE",SC,"Oil/Chemical Tanker"
9719812,664097000,"F/V MORNE BLANC",SC,Fishing
9128518,664093000,MALOYA,SC,"Other Type"
8909680,664090000,"KAIHO MARU",SC,Cargo
6640855,664040100,KINETIC,SC,
8111099,663500001,"CASTLE TOWN",SN,Trawler
5251408,663142000,VEMA,SN,Fishing
8222422,663136000,"PONT SAINT LOUIS",SN,"Fishing Vessel"
8116178,663105000,DIOGUE,SN,"General Cargo"
9714458,663097000,DIAMBOGNE,SN,Passenger
9714446,663096000,AGUENE,SN,Passenger
9383132,663036000,"ALINE SITOE DIATTA",SN,"Ro-Ro/Passenger Ship"
8317590,662345000,DAHAB,SD,Passenger
9653848,660005100,"F/V BELOUVE",RE,Fishing
9651993,660004900,"F/V DOLOMIEU",RE,Fishing
9476238,660004300,MANAPANY,RE,Fishing
9395848,660003900,"VB CARTIER",RE,Tug
9401609,660002300,MANOHAL,RE,Fishing
9600853,660002000,"F/V BERNICA",RE,Fishing
9144639,659429000,OMAKE,NA,"Fishing Vessel"
8731849,659426000,"MINCHOS NOVENO",NA,"Fishing Vessel"
8227290,659409000,"DESERT RUBY",NA,"Factory Trawler"
9557991,659391000,ONKOSHI,NA,Reserved
8881888,659350000,KAINAB,NA,Fishing
7212468,659254000,"GRAND BANKS",NA,"Mining Vessel"
8307703,659253000,GARIEP,NA,"Other Type"
7419389,659252000,"DEBMAR PACIFIC",NA,"Mining Vessel"
7508611,659192000,"DEBMAR ATLANTIC",NA,"Other Type"
9259123,659070000,"OCEAN FRESH",NA,"Fishing Vessel"
7002356,659068000,"GREEN SEA",NA,Fishing
7388358,659036000,"BLUE SEA I",NA,Fishing
7235850,658322576,NADIA,,"Oil Products Tanker"
9106065,657997000,"MV WELLMANNED 3",NG,Tug
9607318,657993000,"SEA STERLING",NG,Tanker
9222962,657991000,"BONGA FPSO",NG,"Other Type"
9181778,657979000,TEBAH,NG,"Anchor Handling Vessel"
9596181,657978000,"JASCON 45",NG,"Other Type"
9596193,657977000,"JASCON 46",NG,"Other Type"
7402427,657976000,JASCON22,NG,"Anchor Handling Vessel"
9579389,657974000,"EKULO SPIRIT",NG,"Other Type"
9664251,657968000,"BUTLER SPIRIT",NG,Tug
8619443,657966000,"UM  BALWA",NG,"Oil Products Tanker"
8619455,657965000,DIDDI,NG,"Oil Products Tanker"
9669706,657949000,"DEFENDER 1",NG,"Crew Boat"
7928718,657942000,LEADERSHIP,NG,"Inland Tanker"
9122796,657939000,"HD CONTENDER",NG,"Diving Support Vessel"
7402415,657933000,JASCON10,NG,"Anchor Handling Vessel"
9528108,657929000,"JASC0N 21",NG,"Other Type"
8901688,657928000,"MT DANNY ROSE",NG,Tanker
9629603,657922000,"DSV AVIANNA",NG,"Diving Support Vessel"
9499319,657918000,"PRINCE JOSEPH 1",NG,Tug
9368091,657916000,GODSHAND,NG,"Oil Products Tanker"
9183001,657915000,"SEABULK GALAXIE",NG,"Multi Purpose Offshore Vessel"
9644562,657905000,"MIDEN CRYSTAL",NG,Tug
9644598,657904000,"MIDEN IDARA",NG,Tug
9335898,657899000,"MT FAVOUR",NG,"Oil/Chemical Tanker"
8954673,657896000,"MV BRONEINESTIGATOR",NG,"Diving ops"
8734906,657887000,"HUDSON ELIK",NG,"Crew Boat"
9617777,657886000,"NESO II",NG,"Not available"
7930967,657877000,LODYCKE,NG,Tender
8416475,657861000,"HENTY PIONEER",NG,"Oil Products Tanker"
8128195,657850000,"MT GREAT  INCREASE",NG,"Oil/Chemical Tanker"
9463504,657845000,"AFRICAN VISION",NG,"Offshore Supply Ship"
9351751,657844000,"N.ARM OF GRACE",NG,"Oil/Chemical Tanker"
9340843,657828000,"N.WIND OF GRACE",NG,"Oil/Chemical Tanker"
8806682,657827000,"SEA GRACE",NG,"Oil/Chemical Tanker"
8716863,657826000,"SEA ADVENTURER",NG,"Oil/Chemical Tanker"
8935251,657824000,"MV SOLUWA",NG,"Not available"
7326219,657823000,"MV JORDYN I",NG,"Multi Purpose Offshore Vessel"
7517882,657819000,OLOIBIRI,NG,Tanker
9072654,657816000,CHAMPION,NG,"Oil Products Tanker"
9041136,657808000,"M T MATRIX I",NG,"Oil Products Tanker"
9561588,657803000,"HD SCORPION",NG,"Other Type"
8888135,657802000,"MV AFRICAN STAR 2",NG,Passenger
9495430,657801000,"HD STEADFAST",NG,"Anchor Handling Vessel"
9616278,657674000,"MV EPHRAIM",NG,Tug
9540027,657666000,UTS,NG,"Other Type"
9014511,657656000,"MT EBUNOLA",NG,"Oil/Chemical Tanker"
7343865,657628000,"EKULO TORNADO 5601",NG,"Other Type"
8030611,657621000,"MV JANICE 1",NG,Reserved
9570539,657620000,"QUEEN VICTORIA 1",NG,"Not available"
9592147,657615000,"TMC PRIMUS",NG,"Other Type"
7388700,657601000,"M.T. TUMA",NG,"Floating Storage/Production"
8409068,657581000,NWABISA,NG,"Oil Products Tanker"
8204896,657571000,"MT ALPHA PROSPERITY",NG,"Chemical Tanker"
9567881,657568000,"C RACER",NG,"Other Type"
7716919,657566000,"PECOS     PETERS",NG,Cargo
8921274,657565000,"MV ZIKRON DEFENDER",NG,"Not available"
8420232,657551000,BADE,NG,"Oil/Chemical Tanker"
7422295,657513000,"JASCON 29",NG,"Anchor Handling Vessel"
8211021,657511000,WALVIS-7,NG,"Offshore Supply Ship"
7390313,657508000,WALVIS2,NG,Tug
9569308,657498000,"OPU-TAMUNO 1",NG,Tug
9569310,657497000,IBI-TEME,NG,Tug
9095723,657458000,BREAKTHROUGH,NG,Tanker
9560209,657452000,MELODY,NG,"Offshore Supply Ship"
9541239,657415000,"EUNICE III",NG,"Offshore Supply Ship"
9076985,657395000,DEEPWATER,NG,"Oil Products Tanker"
8421406,657393000,"MT ORE OFE",NG,"Oil/Chemical Tanker"
8230000,657388000,"JENNIFER 1",NG,"Cargo A"
7216282,657385000,"LADY KENTUCKY",NG,"Other Type"
9361146,657384000,"FPSO AKPO",NG,"Other Type"
8417150,657338000,"C TURF",NG,Tug
7103225,657323000,"BRONE EXPLORER",NG,"Other Type"
7029627,657321000,M.T.EFEOMO,NG,Cargo
9221724,657304000,"REBIRTH  99",NG,Tug
8207501,657294000,TIFFANY,NG,"Not available"
8311572,657293000,MV.MORGAN...........,NG,"Not available"
8116611,657285000,"MT ROYAL PRIESTHOOD",NG,"Oil Products Tanker"
9529011,657270000,UGODIE,NG,"High speed craft D"
7813884,657261000,"SEA RAY",NG,"Tanker A"
9468695,657243000,"BERGER ENDURANCE",NG,Tug
9466037,657228000,"SURFER 322",NG,Passenger
1604208,657216000,"M/V SIKA",NG,"Other Type"
9348417,657210000,"AGBAMI FPSO",NG,"Other Type"
7423794,657156000,GREENVILLE,NG,Tug
7907714,657155000,"TUG ZOR",NG,Tug
9802827,657133300,"AQUASHIELD IV",NG,"Other Type"
9802815,657133200,"AQUASHIELD III",NG,"Other Type"
9702338,657127500,ELIJAH,NG,"High speed craft"
9514432,657126900,"MT SHEBA",NG,"Oil Products Tanker"
9653123,657126300,LAHAMA,NG,"Other Type"
7708974,657124300,MARO,NG,Tug
9351189,657124100,"TSL INTREPID",NG,"Anchor Handling Vessel"
9537434,657122500,"LAMNALCO LION",NG,Tug
9320934,657122100,"BOURBON ALEXANDRE",NG,Tug
9383170,657121400,"LAMNALCO MACAW",NG,"Other Type"
8412742,657121100,"MV ISABELLA",NG,Cargo
8951774,657120900,"HUDSON MARY SILAS",NG,"Not available"
9746401,657120700,"MV ANNE 3",NG,Passenger
9693630,657119400,JASCON52,NG,"Not available"
9706671,657119300,"MT UROMI",NG,Tug
9706669,657119200,MAJIYA,NG,Tug
9261310,657118800,"FSIV ELIZABETH",NG,Tug
9702326,657118600,"BARAK DEFENDER",NG,"High speed craft"
8013106,657118500,"FLAGMAN 3",NG,"Oil Products Tanker"
9693886,657118300,"DSV VINNICE",NG,"Other Type"
7910826,657118100,"MATRIX TREASURE",NG,"Oil/Chemical Tanker"
8974219,657118000,"MIRACLE TEE",NG,"Oil Products Tanker"
9183623,657117900,AMIF,NG,"Oil Products Tanker"
7807574,657117800,"MV MPS II",NG,"Pleasure Craft"
9702314,657117300,"DEFENDER 6",NG,"Military ops"
9692210,657117200,"AFRICAN INSPIRATION",NG,Cargo
9730593,657116900,"MV ODIANOSEN",NG,"Other Type"
7341661,657115400,"PROVIDER 1",NG,"Inland Tanker"
9117246,657115100,"HD PIONEER",NG,"Diving Support Platform"
7235874,657114900,"DAMAS VICTORY",NG,"Offshore Supply Ship"
6611150,657114200,"WAF 1",NG,Tug
9371464,657113400,"SMIT LINGGA",NG,"Anchor Handling Vessel"
9375173,657113200,"SL TWITE",NG,"Other Type"
9406283,657112500,"JASCON 26",NG,Tug
9395549,657112400,"JASCON 23",NG,"Other Type"
9659517,657112300,"UNITED TRADER",NG,Tanker
9070905,657112200,"ADEBOMI 1",NG,"Oil/Chemical Tanker"
9681364,657112000,"PRINCESS AJIRIOGHENE",,"Not available"
9035266,657111700,"MT OLUWASEUN",NG,"Oil Products Tanker"
9221164,657111600,"BLACK MARLIN",NG,"Crew Boat"
8968636,657111500,"BLUE MARLIN",NG,"Other Type"
9635080,657111300,"JASCON 55",NG,"Diving Support Vessel"
1000001,657111061,"NNS HAWK",NG,"Military ops"
1000001,657111044,"NNS VIPER",NG,"Military ops"
1000001,657111039,"NNS EKO",NG,"Military ops"
9504683,657110900,"BOURBON AXELLE",NG,Passenger
9220172,657110400,TORIA,NG,"Crew Boat"
9596442,657107400,"ENL SUPERIOR",NG,Tug
8836302,657107200,"HMT 2",NG,Passenger
9252462,657106000,"HD ENTERPRISE",NG,"Dredging or underwater ops"
9523471,657105800,"UNITED VENTURE",NG,"Oil/Chemical Tanker"
9386859,657105300,JASCON12,NG,Tug
9199969,657105200,"WALVIS 12",NG,"Other Type"
9545601,657105100,JACON20,NG,"Anchor Handling Vessel"
9395537,657105000,"JASCON 24",NG,"Anchor Handling Vessel"
9386847,657104500,JASCON11,NG,"Anchor Handling Vessel"
7602297,657102900,"MV    EMER",NG,Cargo
8955108,657102000,"HUDSON CAPT ELENDU",NG,"Military ops"
8868563,657101500,IMPALA,NG,Passenger
9668257,657101100,"MV TEMILE",NG,"Other Type"
9664249,657100000,"MV SOPHIA MARIA",NG,Tug
8655722,657098976,"XIN ZHOU HAI",NG,"General Cargo"
9280823,657011052,"ERHA FPSO",NG,"Floating Storage/Production"
9252670,657011005,EMEKUKU,NG,Tug
9252682,657011003,GUSAU,NG,Tug
9252694,657011002,"MT MANGU",NG,Tug
8011512,656845261,HONGXING,NE,
8844464,656788000,SHAKIL.2,NE,Cargo
7398262,656773424,"MV JUNNIFER II",NE,"Tug/Supply Vessel"
9600000,655000000,"KOTA SURIA",MW,Cargo
8908569,654312271,"QUEEN ISABELLA",MR,"Lpg Tanker"
9692064,654099000,"OUALATA 1",MR,Towing
8850437,654046100,"AKCHAR 2",MR,Fishing
8600234,654045800,"TAZIAZET -1",MR,"Not available"
8802399,654045700,AKCHAR,MR,Fishing
9739446,652000000,"TONG ZHOU 801",,"Not available"
9392511,650148000,"SOFIA 3",MZ,Tug
9641144,650140000,MACUTI,MZ,"Trailing Suction Hopper Dredger"
9048196,647731400,"EHOALA TROZO",MG,Tug
9449170,647581120,NOE,MG,Tug
8891388,647521310,"BARGE EXPRESS",MG,"Other Type"
9640401,646016479,"NEWLEAD ALBION",,"Bulk Carrier"
9640401,646016478,"NEWLEAD ALBION",,"Bulk Carrier"
9467654,645901551,SARA,MU,Tanker
8108676,645400000,"LEON THEVENIN",MU,"Cable Layer"
9541899,645399000,"DIVINE DOLPHIN",MU,"Anchor Handling Vessel"
8819287,645376000,AUXIS,MU,Reefer
9679634,645374000,"F/V BELLE ISLE",MU,Fishing
9679622,645373000,"F/V BELLE RIVE",MU,Sailing
9612272,645357000,"LOUIS 1",MU,"Not available"
9632325,645350000,"TRISTAR GLORY",MU,Tanker
9580390,645337000,"RED EAGLE",MU,"Crude Oil Tanker"
9413482,645314000,"M.V.BEAS DOLPHIN",MU,"Other Type"
9119335,645309000,"GERARDUS MERCATOR",MU,"Trailing Suction Hopper Dredger"
9460710,645301000,"DA PATTEN",MU,"Not available"
6829795,645273000,SANDERUS,MU,"Trailing Suction Hopper Dredger"
9458286,645270000,"DN 75",MU,"Pilot Vessel"
9329772,645264000,DN202,MU,"Work Vessel"
9128518,645260000,ETELIS,MU,Fishing
9385295,645259000,DN85,MU,Tug
9225287,645161000,"MAURITIUS TROCHETIA",MU,"Passenger/Cargo Ship"
7931014,645160000,"VERRAZZANO 1800",MU,"Motor Hopper"
7931002,645159000,"MAGELLANO 1800",MU,"Motor Hopper"
